typology_id,code,description_en
annex1,7210,"Reed-like stands of Cladium mariscus, the great fen sedge, forming beds in the emergent zone of lakes, on fallow ground, or as a succession stage of extensively used wet meadows. The type occupies calcium rich, permanently or seasonally waterlogged ground in contact with Caricion davallianae fen vegetation or with other reed swamp communities of the Phragmition. In the field the tall, sharp edged leaves and dense, uniform growth of Cladium mariscus dominate the stand visually and are unmistakable; associated fen sedges and, on some coastal sites, the halophyte tolerant Kosteletzkya pentacarpos may accompany it. As a priority habitat it typically develops where open water silts up or where the management of wet meadows lapses, and it is lost through drainage, eutrophication, or the abandonment of the light cutting regime that once kept some stands productive without shading them out. It is separated from the calcareous fens of the Caricion davallianae by the dominance of tall Cladium mariscus over the low sedge and brown moss carpet that characterizes those fens."
annex1,7230,"Peat- or tufa-forming small sedge and brown moss mires fed by base rich, calcareous groundwater, with the water table at or close to the surface throughout the year. The type ranges from soligenous or topogenous mires of the European lowlands to alpine flushes, wherever groundwater maintains the base status the type needs. A brown moss carpet of Campylium stellatum, Palustriella commutata and Scorpidium revolvens accompanies small sedges such as Carex davalliana, C. lepidocarpa, C. hostiana and C. panicea, Eleocharis quinqueflora and Schoenus nigricans and S. ferrugineus, with Epipactis palustris, Primula farinosa and several Dactylorhiza orchids. It is among the most severely declined habitats in Europe, through drainage, eutrophication and the loss of light grazing or mowing that once kept competitors down; regionally it grades into Molinion wet grassland, and small stands occur in dune slacks or transition mires. It is separated from the Cladium fen (7210) by its low physiognomy rather than tall reed growth, and from acid poor fens by its calcareous water."
annex1,7240,"Low, open pioneer vegetation of small Carex and Juncus species colonizing gravelly, sandy or stony ground kept permanently cold and wet by meltwater, in moraines, at spring edges and along the margins of glacial torrents in the alpine and subalpine belts. It occupies neutral to slightly acid substrates in the Alps and neighbouring ranges and locally in northern Britain, and depends on a permanent or long lasting soil frost for its existence. Characteristic species include Carex atrofusca, C. bicolor, C. maritima, C. microglochin, Juncus triglumis, J. alpinoarticulatus and Kobresia simpliciuscula, growing as scattered, unstable patches on bare ground rather than as a closed sward. As a priority type it is maintained entirely by constant disturbance from moving icy water and repeated freeze-thaw cycles, which prevent peat accumulation and keep the vegetation permanently pioneer in character. It corresponds to the wider arctic-alpine rich fen vegetation but is narrower in range, restricted to the alpine and peri-Alpine mountains and their soil frost regime."
annex1,7320,"Mire complexes of the northern boreal and orohemiarctic zone in which peat mounds called palsas, containing a permanently or seasonally frozen core, rise two to four metres, exceptionally up to seven metres in Finland and Sweden, above the surrounding minerotrophic mire. The type occurs where the climate is slightly continental and the mean annual temperature stays below minus one degree, chiefly in northern Fennoscandia. The domed palsas themselves, with their sporadic permafrost, stand out clearly from the surrounding wet mire, which carries species such as Eriophorum russeolum, Carex saxatilis, Betula nana and Empetrum nigrum ssp. hermaphroditum together with lichens of the genera Cladonia and Cladina. As a priority type it depends wholly on the persistence of permafrost, and ongoing climate warming causes palsas to collapse and thaw, making it one of the most direct climate signals among the Annex I types. The surrounding non-permafrost mire is not itself part of the type; only the frozen peat mounds and their immediate vegetation belong to it."
annex1,8110,"Sparsely vegetated screes of shifting, coarse siliceous debris extending from the upper montane belt to the permanent snow line. Two related settings belong here: high alpine cryoclastic scree fields of variable grain size in the Alps and neighbouring ranges, and, further north and west, montane screes of western and central Europe, some of them of artificial origin from stone extraction. Alpine stands carry Androsace alpina, Oxyria digyna, Geum reptans, Ranunculus glacialis and Linaria alpina, while the lower, often fern rich stands hold Cryptogramma crispa and Athyrium distentifolium alongside bryophytes and lichens. The vegetation is kept open by continual downslope movement of the scree material; where movement slows, the sparse pioneer cover gives way to closed vegetation. It is separated from calcareous screes of the same altitudinal range (8120) by its siliceous, base poor substrate and correspondingly more acidophilous flora."
annex1,8120,"Screes of calcareous rock, calcshist or marl material extending from the montane to the alpine belt under cold climates, colonized by three related pioneer communities. The type occupies cold, unstable rock debris slopes of the Alps and neighbouring high ranges. The Drabion hoppeanae of calcshist screes carries Draba hoppeana and Saxifraga biflora, the Thlaspion rotundifolii of calcareous screes carries Thlaspi rotundifolium, Hutchinsia alpina and Papaver rhaeticum, and the Petasition paradoxi of marl screes carries Petasites paradoxus and Gypsophila repens. Vegetation cover stays sparse and open as long as the scree remains mobile, closing only once the slope stabilizes and finer soil accumulates. It is distinguished from the lower altitude Medio-European calcareous scree type (8160) by its higher, alpine to subalpine position, and from siliceous scree (8110) by its calcareous substrate and base loving flora."
annex1,8130,"Screes of warm, sun exposed slopes comprising several related sub-types across the Alps, the Pyrenees, the Mediterranean mountains and locally warm sites of central Europe. The type occupies calcareous or siliceous coarse debris on unstabilized, sunny slopes from Mediterranean lowlands to alpine altitudes. Peri-Alpine stands carry Achnatherum calamagrostis and Gymnocarpium robertianum, Provencal screes hold Centranthus ruber and Crucianella latifolia, Pyrenean stands carry Iberis spathulata and Saxifraga praetermissa, and the screes of the Sierra Nevada are rich in local endemics. As with other scree types, the vegetation depends on continued substrate mobility from rockfall and frost action; once the slope stabilizes, scrub and woodland encroach. It is explicitly distinguished in the interpretation manual from the priority Medio-European calcareous scree (8160), the two occupying related but distinct geographic and climatic ranges that are easily confused in the field."
annex1,8140,"Limestone and serpentine screes of the Balkan peninsula and the larger eastern Mediterranean islands, carrying vegetation of the Drypidetalia spinosae. The limestone sub-type occupies higher Greek mountains such as Pindus, Olympus, Parnassus and Taygetos, a rarer serpentine form is restricted to outcrops of the Pindus, and the Illyrian screes occupy the alpine to montane belts of the Dinaric, Pelagonian and Moesian ranges together with coastal Croatia and Montenegro. Drypis spinosa and Aethionema saxatile mark the Greek limestone screes, Campanula hawkinsoniana and Silene haussknechtii the serpentine form, and Peltaria alliacea the Illyrian screes. As with other scree types, openness of the vegetation depends on continuing substrate movement from rockfall and frost action. The serpentine sub-type is floristically distinct and far more restricted than the surrounding limestone scree, and the whole type is separated from the Alpine calcareous scree types by its Balkan and eastern Mediterranean range."
annex1,8150,"Siliceous screes of the hills of western and central Europe, often impoverished derivatives of alpine scree vegetation and frequently originating from quarrying. The type occupies upland siliceous slopes below the true montane belt. Epilobium collinum, Galeopsis segetum, Senecio viscosus and Anarrhinum bellidifolium accompany a moss and lichen rich cover, with Cryptogramma crispa establishing where fern growth is possible. Many stands are of secondary, quarry origin, and the vegetation stays thin and open as long as the surface remains mobile. It is separated from the higher altitude siliceous scree of the montane to snow levels (8110) by its lower, hill country position and its floristically poorer, often more artificial character."
annex1,8160,"Calcareous or marly screes of the hill and montane belt, locally extending into the subalpine and alpine, often on dry, warm sites, with vegetation of the Stipetalia calamagrostis. The type occupies the hill and mountain country of central Europe. Achnatherum calamagrostis, Gymnocarpium robertianum, Galeopsis angustifolia, Petasites paradoxus and Rumex scutatus typify the open scree cover. As a priority type it is kept open by continued rockfall and downslope creep; once the scree stabilizes, shrubs and eventually forest colonize it. The interpretation manual explicitly separates this priority type from the non-priority Western Mediterranean and thermophilous scree (8130), the two occupying related but geographically and climatically distinct ranges."
annex1,8210,"Vegetation rooted in the fissures of limestone cliffs, ranging from the Mediterranean basin through the Euro-Siberian region to alpine altitudes and belonging chiefly to the Potentilletalia caulescentis and Asplenietalia glandulosi. It occupies vertical or steeply inclined calcareous rock faces at all altitudes; two broad levels are distinguished, a thermo- and meso-Mediterranean form with Campanula versicolor and C. rupestris, and a montane to oro-Mediterranean form that includes the Balkan endemic genus Ramonda. Ferns and hemicryptophytes rooted in the crevices, such as Asplenium species, Cystopteris fragilis and Draba aizoides in shaded and xerophilous variants respectively, give the type great regional diversity through many locally endemic species. The habitat is stable and slowly changing, governed by rock chemistry and exposure rather than management, and little threatened except by quarrying or climbing pressure. It is separated from siliceous chasmophytic vegetation (8220) purely by the calcareous rock chemistry and calcicole flora."
annex1,8220,"Vegetation of the fissures of siliceous inland cliffs, differentiated into numerous regional sub-types across Europe. The type occupies siliceous rock faces from the Pyrenees and Alps through the Hercynian massifs to the Iberian mountain ranges. High alpine stands carry Androsace vandellii, Saxifraga retusa and Eritrichium nanum, Hercynian serpentine cliffs their own specialists such as Asplenium cuneifolium and A. adulterinum, and lowland oceanic stands Asplenium septentrionale and A. billotii. The habitat is as stable as its calcareous counterpart, governed by rock chemistry, exposure and slow weathering rather than by management. It is distinguished from calcareous chasmophytic vegetation (8210) by the siliceous, often serpentine substrate and its distinct, more acidophilous or serpentine tolerant flora; serpentine stands in particular carry a highly specific set of Asplenium species not found on ordinary silicate rock."
annex1,8230,"Open pioneer vegetation of shallow soils on siliceous rock surfaces, dominated by succulent Crassulaceae, mosses and lichens under drought stress. The type occupies rock outcrops and thin, skeletal soils on silicate bedrock, generally at low to moderate altitude. The Sedo-Scleranthion carries Sempervivum species, Sedum annuum and Silene rupestris, the Sedo albi-Veronicion dillenii carries Veronica dillenii, V. verna and Gagea species, and both alliances share Sedum acre, S. album and Scleranthus perennis alongside the mosses Polytrichum piliferum and Ceratodon purpureus. It is an inherently open, drought limited pioneer community that persists as long as the soil stays too thin and dry for closed grassland to establish. It grades into the broader, more general EUNIS category of cryptogam and annual dominated vegetation on siliceous rock outcrops, of which it forms only the Sedo-Scleranthion and Sedo albi-Veronicion component."
annex1,8240,"Karst landscapes of regular limestone blocks, the clints, separated by a network of vertical fissures, the grykes, with the rock surface largely bare of overlying soil. The type occupies glacially eroded and weathered limestone terraces, notably in Britain and Ireland and, in a more continental form with larger blocks and smaller cracks, in Sweden. The fissures hold a cool, humid microclimate with shade tolerant species such as Geranium robertianum and Ceterach officinarum, thin soil pockets carry Mesobromion grassland, and Dryas octopetala survives as prostrate growth under grazing and wind exposure; Irish stands additionally carry Gentiana verna and, in the Burren, the orchid Neotinea maculata. As a priority type it is maintained as a fine scale mosaic by grazing, which keeps woody encroachment in check; abandonment allows scrub such as Corylo-Fraxinetum to spread and soil to accumulate. Its mosaic character means the pavement grades locally into calcareous grassland, scrub and woodland, from which it is set apart by the dominant bare rock and fissure structure."
annex1,8310,"Underground cavities not accessible to visitors, including their water bodies and streams, that host specialized or highly endemic species or are important for the conservation of Annex II species such as bats and amphibians. The type occurs wherever karst regions across Europe have developed cave systems. Vegetation is limited to mosses such as Schistostega pennata and algal carpets near the entrance; the diagnostic value lies chiefly in the fauna, a highly endemic assemblage of cave dwelling invertebrates, notably beetles of the Bathysciinae and Trechinae, and, in cave waters, crustaceans including Isopoda, Amphipoda and Copepoda, together with rare amphibians such as Proteus anguinus and Speleomantes species; caves also serve as hibernation sites for most European bat species. The type is defined by the constancy of the underground environment rather than by successional change, and disturbance from visitors threatens the specialized fauna. It is restricted to caves closed to public access, since visited caves face different pressures."
annex1,8320,"Sparsely vegetated to entirely bare surfaces on the products of recent volcanic activity: lava flows, ash and lapilli fields, fumarole vents and the hollow basaltic tubes left by cooling lava. Known from the active volcanoes of Tenerife, La Palma and Etna. Cover ranges from absent to extremely open; lichens such as Stereocaulon vesubianum and a few vascular pioneers are the first colonisers of bare rock. Above roughly 3000 metres on Teide a distinct summit community of Viola cheiranthifolia with Silene nocteolens and Argyranthemum teneriffae occupies the youngest ash; a separate assemblage occupies the Etna summit. The lava tube of La Corona on Lanzarote shelters a lightless fauna unrelated to surface vegetation, with the endemic decapod Munidopsis polymorpha and several Speleonectes crustaceans. Fumaroles carry their own sparse, heat adapted communities. The type is defined by substrate age, not by a characteristic plant cover; once soil has formed, closed vegetation and the summital hedgehog heaths of the Canaries belong to separate, later successional types."
annex1,8340,"Permanent ice bodies of the high mountains and the far north: true glaciers fed by compacted snow and flowing slowly downslope under gravity, and rock glaciers where ice is mixed with coarse debris. Forms range from unconstrained ice caps and ice sheets in arctic settings to topography bound cirque, valley and piedmont glaciers in the great mountain ranges, down to small, short lived glacierets fed by avalanche snow or ice deposition in cold karst dolines. Vegetation is absent by definition; the type is delimited by permanence of ice rather than by any biota. Persistent snow patches that do not flow belong to the separate snow pack type, and once a glacier has retreated its bare moraine is a distinct, ice free type until revegetation begins. Distinguishing a true glacier from a rock glacier in the field rests on the proportion of visible ice to surface debris cover."
annex1,9010,"Natural old growth forests of the boreal zone, dominated according to site by Pinus sylvestris, Picea abies or a mixture of both with birch, and the young stands that develop naturally after fire. Old stands carry a large volume of dead wood, a wide range of tree ages and a stable understorey microclimate, features that intensive forestry has removed almost everywhere in Fennoscandia; today they survive mainly in eastern and northern Finland and northern Sweden. Field and ground layers are dominated by Vaccinium myrtillus, V. vitis-idaea and Empetrum nigrum over the mosses Pleurozium schreberi and Hylocomium splendens and Cladonia lichens. Deadwood specialists give the type away: the lichen Lobaria pulmonaria, polypore fungi such as Fomitopsis populicola, the beetle Tragosoma depsarium and birds like the three toed woodpecker Picoides tridactylus and the Siberian jay Perisoreus infaustus. Fire suppression and forestry have made old growth stands and their post fire successions extremely rare, so present day fragments are refuges for red listed species rather than a representative sample of former boreal forest."
annex1,9020,"Old, natural hemiboreal broad leaved forests forming the transition between the western taiga and the nemoral forests of Fennoscandia, dominated by Quercus robur, Ulmus glabra, Fraxinus excelsior, Tilia cordata or Acer platanoides. Stands carry a long continuity of woodland cover and a large volume of dead wood, conditions that support an exceptionally rich flora of epiphytic lichens and bryophytes: Lobaria pulmonaria, the moss Antitrichia curtipendula, Homalia trichomanoides and Orthotrichum and Porella species on trunks and branches. Many stands were formerly grazed or mown, which kept the canopy open without removing the broad leaved character. In the field the type is told from ordinary hemiboreal mixed forest by this epiphyte load and by the long absence of clear felling, since the epiphytes need decades to centuries to build up. The wider EUNIS Carpinus and Quercus mesic deciduous forest covers much more ground than this narrowly defined, epiphyte rich Fennoscandian type."
annex1,9030,"Natural woodland forming on the land upheaval coasts of the Baltic Sea, where the retreating shoreline continually exposes new ground for primary succession. Soil horizons are poorly developed, in contrast to the podsols otherwise typical of boreal forest, and the vegetation runs a full successional sequence from shore grassland through pioneer thickets to climax forest or, on wetter ground, through willow swamp and forest swamp to mire. The youngest stands nearest the sea are herb rich deciduous thickets and swamps dominated by alder and birch with abundant willows in the shrub layer and a grassy field layer; further inland, as marine influence fades and soils grow poorer, pine and often spruce take over the canopy with dwarf shrubs beneath and mosses or lichens on the ground. Because every stand is a snapshot of an ongoing succession rather than a stable endpoint, delimitation in the field rests on position relative to the retreating shoreline and on stage of succession, not on a single characteristic tree layer."
annex1,9040,"Mountain birch forests of the Scandinavian subalpine belt and of isolated northern Fennoscandian fells and subarctic uplands, dominated by Betula pubescens ssp. czerepanovii, often as the sole tree species at the transition to open tundra. Two ecological poles are recognised: poor types on nutrient weak ground, with a field layer of Empetrum hermaphroditum, Vaccinium myrtillus and lichens of the genus Cladonia over mosses such as Pleurozium schreberi and Hylocomium splendens, and rich types on more fertile, often base influenced soils, with tall herbs including Geranium sylvaticum, Trollius europaeus, Cicerbita alpina and Aconitum lycoctonum. The type occupies the belt directly below the treeless fell tops and directly above the boreal conifer forest, so its upper and lower limits, not a single indicator species, are what separate it from alpine heath above and taiga birch or pine forest below."
annex1,9050,"Herb rich spruce forests of Fennoscandia, developed on brown forest soils with mull humus in low lying ground, ravines and slopes with fine sediment and a favourable water regime. Succession leads towards dominance of Picea abies, though broad leaved trees often remain a significant admixture. The type is distinctly layered, with an uneven bryophyte carpet, a field layer dominated by tall herbs and ferns, and well developed shrub and tree layers; dry, mesic and moist grass herb forest are the main variants, the composition shifting considerably between northern, southern and western Fennoscandia. Diagnostic herbs include Actaea spicata, Paris quadrifolia, Matteuccia struthiopteris and the orchids Cypripedium calceolus and Calypso bulbosa; where groundwater runs close to the surface, a wet forest flora with Epipogium aphyllum can appear. The herb rich, fern dominated field layer is what separates this type in the field from the dwarf shrub and lichen dominated dark taiga."
annex1,9060,"Coniferous forest growing on, or immediately adjoining, glaciofluvial eskers, the sorted gravel and sand ridges left by meltwater beneath retreating ice sheets, which can rise more than twenty metres above the surrounding land. Pinus sylvestris typically holds the exposed ridge crest, Picea abies the slopes, with some admixture of broad leaved trees. Aspect and slope steepness govern a microclimate that varies far more sharply than on the flat forest around, so sun exposed slopes carry a comparatively species rich flora with numerous legumes and even a few eastern steppe elements, among them Astragalus alpinus, Oxytropis campestris, Anthyllis vulneraria subsp. fennica and the pasque flowers Pulsatilla patens and P. vernalis, alongside Dianthus arenarius. In the field the esker landform itself, not the tree canopy, is the identifying feature, since the same Pinus sylvestris stands on flat ground belong to ordinary temperate or light taiga pine forest."
annex1,9070,"Open landscape mosaic of scattered trees or small copses over grassland, kept in this state by a long continuity of grazing rather than by any single soil condition. The tree layer is either broad leaved, most often Quercus robur, Fraxinus excelsior, Tilia cordata, Betula species or Alnus incana, or coniferous with Picea abies or Pinus sylvestris; in Sweden old, large, veteran oaks are a particular feature, their bark and dead or decaying wood carrying a rich assemblage of threatened lichens, fungi and invertebrates. In Finland the type also includes deciduous forest that developed after historical slash and burn cultivation. Regional variation is considerable, from birch, pine or alder dominated pastures in the boreal zone to oak, ash and hazel dominated forms in the hemiboreal south. Herb layer indicators such as Antennaria dioica, Campanula persicifolia and Succisa pratensis point to the sustained grazing that the type depends on; without it, closed forest replaces the pasture mosaic within a few decades."
annex1,9080,"Deciduous swamp forest under permanent influence of surface water, usually flooded every year, wet or moist and with some peat formation, though the peat layer stays thin. Fraxinus excelsior in the hemiboreal zone and Alnus glutinosa, reaching the middle boreal zone, are the characteristic trees, joined by Alnus incana, Betula pubescens and willows. A mosaic of small hummocks around the tree bases set against dominant flooded surfaces is typical of the structure. The type is most frequent in the southwestern Finnish archipelago and other Finnish coastal areas, rare inland in Finland but common throughout Sweden. Diagnostic herbs of the flooded ground include Carex elongata, C. diandra, Calla palustris, Thelypteris palustris and Lysimachia thyrsiflora over mosses such as Calliergon cordifolium. In the field the permanently wet, hummocky ground and the alder or ash canopy separate the type from drier broad leaved forest and from open fen without tree cover."
annex1,9110,"Acidophilous beech forest of the medio-European lowlands and hills, dominated by Fagus sylvatica alone at lower altitude and, in the higher mountains, joined by Abies alba or by both Abies alba and Picea abies. Soils are acid, and the field layer reflects it: Luzula luzuloides, Deschampsia flexuosa, Calamagrostis villosa, Vaccinium myrtillus and Pteridium aquilinum over the moss Polytrichum formosum, a sparse and low diversity layer compared with the beech forests on richer soil. Two altitudinal forms are distinguished, a collinar form of the lesser Hercynian ranges and the Alpine periphery often mixed with Quercus petraea, and a montane to high montane form of the greater Hercynian ranges, the Alps and the Carpathians. Delimitation from the neutrophilous beech forests of 9130 and 9140 rests on this acid, species poor field layer; where fir or spruce becomes co-dominant in the higher stands, the boundary to montane conifer forest is drawn by canopy composition rather than by the herb layer, which changes little."
annex1,9120,"Acidophilous beech forest of the Atlantic lowlands to montane belt, distinguished from other acid beech forest by Ilex aquifolium and, in the most oceanic areas, also Taxus baccata in the shrub layer. Soils are acid brown earths, leaching or tending towards podsol, with moder to dysmoder humus, under a humid Atlantic climate. Three varieties are recognised: subatlantic beech oak forest of the plains and hills with Ilex aquifolium; hyperatlantic beech oak forest of the same belt with both Ilex and Taxus and an epiphyte rich canopy; and montane pure beech or acidophilous beech fir forest with Ilex confined to the field layer. Companion species include Ruscus aculeatus, Deschampsia flexuosa, Vaccinium myrtillus, Teucrium scorodonia and Holcus mollis. In the field the presence of Ilex, and locally Taxus, in the understorey is what separates this type from the otherwise similar Luzulo-Fagetum of 9110, which lacks both."
annex1,9130,"Beech forest of neutral to near neutral soils with mild mull humus, spanning the medio-European and Atlantic domains of western and central Europe, dominated by Fagus sylvatica alone or, in the higher mountains, together with Abies alba or Picea abies. The herb layer is markedly richer and denser than in the acid beech forests of 9110 and 9120, with a strong presence of Anemone nemorosa, Lamium galeobdolon, Galium odoratum, Melica uniflora and, in the mountains, Dentaria species. Regional forms include a collinar type of the Hercynian arc and its surroundings, an Atlantic type with Hyacinthoides non-scripta in southern England and adjoining France, a montane type of the Jura, the Alps and the western Carpathians, a lime rich Bohemian form, and a Pannonic form on the plain's western margin. In the field, the abundant spring geophytes and the mull rather than moder humus separate this type from the acid beech forests, while a montane conifer admixture marks the transition towards 9140 and 9150."
annex1,9140,"Beech woodland near the upper tree limit in low mountains with oceanic climate in western Europe and the central and northern parts of central Europe, formed of low, low branching Fagus sylvatica with a strong admixture of Acer pseudoplatanus. The herb layer resembles that of the neutrophilous beech forests of 9130 or, locally, the acidophilous forests of 9110, but is enriched with elements of the adjoining open subalpine grassland, including Rumex arifolius. Stands are naturally stunted and open canopied because of exposure and a short growing season rather than through any land use. In the field the position at the tree limit, the low, crooked growth form and the abundance of sycamore are what separate this type from the closed, tall beech forest of the montane belt below it, and from treeless subalpine grassland immediately above."
annex1,9150,"Xerothermophilous beech forest on calcareous, often shallow soils of steep slopes in the medio-European and Atlantic domains of western and central Europe. Ligustrum vulgare and Berberis vulgaris typically enrich the shrub layer, and Buxus sempervirens can locally dominate it, while the herb layer carries sedges (Carex digitata, C. flacca, C. montana, C. alba), the grasses Sesleria albicans and Brachypodium pinnatum, and orchids of the genus Cephalanthera together with Neottia nidus-avis, Epipactis leptochila and E. microphylla, elements that spill over from the adjoining thermophilous oak woodland. A dry slope form on reduced water availability is the main expression in central Europe; a related xerophile beech form occurs on superficially dry limestone in the Cordillera Cantabrica of northwestern Iberia. In the field this rich, orchid and sedge dominated undergrowth on shallow rendzina like soil separates the type from the herb poor beech forest on deep neutral soil."
annex1,9160,"Oak or oak hornbeam forest of hydromorphic soils or ground with a permanently high water table, occupying valley bottoms, depressions and the fringes of riparian forest on silty, clayey colluvium or on weathered material rich in bases. Quercus robur dominates alone or with Quercus petraea, and mixed stands add Carpinus betulus and Tilia cordata, over a field layer of Stellaria holostea, Carex brizoides, Poa chaixii and Potentilla sterilis. Hyacinthoides non-scripta, characteristic of the Atlantic oak hornbeam forests further west, is absent or only rare here. Distribution runs through the sub-Atlantic and medio-European part of the Carpinion betuli range. In the field, the wet or seasonally waterlogged ground and the near absence of bluebell separate this type from the drier, better drained oak hornbeam forest of 9170 and from true alluvial forest closer to open water."
annex1,9170,"Oak hornbeam forest of the subcontinental climate zone within the range of Fagus sylvatica, dominated by Quercus petraea with Carpinus betulus, together with related lime oak forest further east, beyond the beech range, under a fully continental climate. Companion species in the western form include Sorbus torminalis, S. domestica, Acer campestre, Ligustrum vulgare and Convallaria majalis over sedges such as Carex montana and C. umbrosa; the eastern form adds Tilia cordata and Acer platanoides to the oak hornbeam canopy. Both forms occupy better drained, drier ground than the hydromorphic oak hornbeam forest of 9160, and lack the mull rich, spring geophyte dominated herb layer of the neutrophilous beech forests of 9130. In the field, the combination of Quercus petraea and Carpinus betulus on freely draining, subcontinental to continental sites is what separates this type from both."
annex1,9180,"Mixed forests of secondary tree species, Acer pseudoplatanus, Fraxinus excelsior, Ulmus glabra and Tilia cordata, on coarse scree, steep rocky slopes and colluvial deposits, mainly on calcareous but also siliceous substrates. Two sub-alliances are distinguished: the cool, humid Lunario-Acerenion, dominated by Acer pseudoplatanus, and the drier, warmer Tilio-Acerenion of screes, dominated by Tilia cordata and T. platyphyllos. Sites are steep and unstable, with constant substrate movement that keeps competition from beech and other zonal trees low. The herb layer carries Lunaria rediviva, Mercurialis perennis, Actaea spicata and Asplenium scolopendrium, with Lamium galeobdolon and Galium odoratum on more stable ground. The type occupies small, topographically fixed patches and changes little over time; threats come from quarrying and slope stabilisation rather than succession. It is separated from oak-hornbeam forests of the Carpinion by its restriction to scree and steep rocky terrain, not level ground."
annex1,9190,"Old, structurally simple oak woods dominated by Quercus robur, often with Betula pendula and B. pubescens and sparse Sorbus aucuparia and Populus tremula, on very nutrient-poor, sandy or morainic soils, podsolized or locally waterlogged, of the North European and Baltic lowland plains. The shrub layer is poorly developed, with Frangula alnus its main component; the ground layer is formed by Deschampsia flexuosa and other acid-soil grasses, sometimes Molinia caerulea, often overgrown by bracken. Stands correspond to Querco-Betuletum, Molino-Quercetum and Trientalo-Quercetum roboris in the north, and to Peucedano-Quercetum roboris further south on podzols with Quercus pyrenaica or hybrid oaks. Extreme nutrient poverty, not management, keeps these woods open and slow-growing; drainage and conifer plantation are the main threats. It is distinguished from richer oak-hornbeam and beech-oak woods by its acid, sandy substrate and poor ground flora."
annex1,91A0,"Acidophilous woods of Quercus petraea with low, often multi-stemmed trees and a rich cover of ferns, mosses, lichens and evergreen shrubs, restricted to the British Isles. Two regional forms are recognised: the Irish sessile oak woods, especially rich in evergreen shrubs including Arbutus unedo, and the British sessile oak woods of western Britain, mainly Scotland, Wales, and northern and south-western England. Stands grow on acid, base-poor soils under the oceanic climate of the Atlantic seaboard, whose high, constant humidity favours an exceptionally dense bryophyte and fern layer. Ilex aquifolium and Blechnum spicant give the type its name, joined by Polytrichastrum formosum and Lonicera periclymenum. Grazing and coppicing have shaped most stands; excessive grazing pressure stops regeneration and thins the canopy. The type is set apart from continental acidophilous oak woods by its oceanic fern richness and from birch woods by the persistence of Quercus petraea as the main tree."
annex1,91AA,"Thermophilous woods dominated by white oaks, Quercus pubescens and Q. virgiliana, forming azonal, submediterranean enclaves within the subcontinental zone of Quercion frainetto and Carpinion illyricum forests in south-eastern Europe. Two regional forms are distinguished: the Thracian white oak-oriental hornbeam woods of the Black Sea plains, the northern Thracian plain of Bulgaria and the Maritsa and Tundzha hills, and the Moesian white oak woods of the southern Dinarides, the Balkan Range and adjoining south-eastern Romania. Stands occupy warm, sheltered sites acting as thermal refugia within a cooler regional climate. The oaks are accompanied by Carpinus orientalis, Fraxinus ornus, Acer campestre or Tilia tomentosa, with submediterranean herbs such as Galium dasypodium and Paeonia peregrina. The type marks the northernmost extension of submediterranean white oak vegetation; clearing for pasture or arable use removes it outright, and it is separated from the surrounding, more mesic zonal forests by its thermophilous species set."
annex1,91B0,"Thermophilous woods dominated by Fraxinus angustifolia, sometimes mixed with Quercus pubescens or Q. pyrenaica, occupying dry, non-alluvial and non-ravine sites, unlike the riverine ash woods with which the species is more usually associated. Two regional forms are known: the Sicilian narrow-leaved ash woods of western Sicily and the Iberian narrow-leaved ash woods of the Iberian peninsula. Stands grow on warm, often shallow soils away from watercourses, under submediterranean to mediterranean climate, so the ash trees draw water from groundwater rather than surface flooding. The type shares its thermophilous character with the submediterranean oak woods of the region but is set apart by the dominance of Fraxinus angustifolia. It is distinguished from the alluvial forests of 91F0 and the riparian ash-alder woods of 91E0 by its non-flooded position; grazing and clearing threaten the small, scattered remaining stands."
annex1,91BA,"Forests of Abies alba, often mixed with Fagus sylvatica, Picea abies, Pinus sylvestris or Pinus nigra, forming a narrow belt on the northern slopes of the Rhodope, Balkan Range and Meso-Macedonian mountains, between the beech and coniferous zones. Stands grow on acidic, well-drained but moisture-rich soils. The field layer is heathy to herb-rich, with Prenanthes purpurea, Oxalis acetosella, Athyrium filix-femina and Galium odoratum, and Lonicera nigra and Polygonatum verticillatum in the fringe. Four regional forms are recognised, from the Rhodope and western Rhodope fir forests through the Moeso-Macedonian to the Balkan Range fir forests. The type occupies a thin transitional band, sensitive to any shift of the beech-conifer boundary through logging or climate change. It is separated from wider temperate mountain Abies forests by its restricted south-eastern range and from pure spruce forests by the dominance of Abies alba."
annex1,91C0,"Relict, native pine forests of Pinus sylvestris var. scotica, endemic to the central and north-eastern Grampians and the northern and western Highlands of Scotland, with associated birch and juniper woods of northern character in the same area. Stands are mostly open, on acid, well-drained soils, with a ground layer rich in ericaceous dwarf shrubs and bryophytes, notably Hylocomium splendens and Pleurozium schreberi. Besides pine, the canopy includes Betula pubescens, B. pendula, Juniperus communis and Ilex aquifolium. Characteristic, often locally rare plants include Goodyera repens, Listera cordata, Linnaea borealis, Trientalis europaea and Moneses uniflora alongside abundant Deschampsia flexuosa. The forests are remnants of a once far larger native pinewood cover, reduced by historic felling and grazing that still suppresses regeneration. They are distinguished from planted stands by the endemic variety scotica and from other temperate Scots pine forests by their restriction to the Scottish Highlands."
